Drug A,Drug B,Cell Line,Amount of Literatures,Predicted Synergy Score
MITOMYCIN,SN-38,SW837,0,22.31465
MITOMYCIN,SN-38,T47D,0,-1.71639
MITOMYCIN,SN-38,UACC62,0,13.7143
MITOMYCIN,SN-38,UWB1289,0,11.10829
MITOMYCIN,SN-38,UWB1289BRCA1,0,25.2516
MITOMYCIN,SN-38,VCAP,0,20.09427
MITOMYCIN,SN-38,ZR751,0,1.721641
MITOMYCIN,TOPOTECAN,A2058,0,-10.6085
MITOMYCIN,TOPOTECAN,A2780,0,-4.49522
MITOMYCIN,TOPOTECAN,A375,0,-21.1701
MITOMYCIN,TOPOTECAN,A427,0,0.989226
MITOMYCIN,TOPOTECAN,CAOV3,0,-14.102
MITOMYCIN,TOPOTECAN,COLO320DM,0,-0.30857
MITOMYCIN,TOPOTECAN,DLD1,0,0.38396
MITOMYCIN,TOPOTECAN,EFM192B,0,-18.3013
MITOMYCIN,TOPOTECAN,ES2,0,-10.6631
MITOMYCIN,TOPOTECAN,HCT116,0,-8.87675
MITOMYCIN,TOPOTECAN,HT144,0,9.349953
MITOMYCIN,TOPOTECAN,HT29,0,-8.32076
MITOMYCIN,TOPOTECAN,KPL1,0,11.78663
MITOMYCIN,TOPOTECAN,LNCAP,0,-50.2031
MITOMYCIN,TOPOTECAN,LOVO,0,-5.65498
MITOMYCIN,TOPOTECAN,MDAMB436,0,-7.03875
MITOMYCIN,TOPOTECAN,MSTO,0,0.715961
MITOMYCIN,TOPOTECAN,NCIH1650,0,-11.6553
MITOMYCIN,TOPOTECAN,NCIH2122,0,-17.3812
MITOMYCIN,TOPOTECAN,NCIH23,0,-4.63123
MITOMYCIN,TOPOTECAN,NCIH460,0,-45.1415
MITOMYCIN,TOPOTECAN,NCIH520,0,-0.8157
MITOMYCIN,TOPOTECAN,OCUBM,0,-18.2966
MITOMYCIN,TOPOTECAN,OV90,0,-10.2746
MITOMYCIN,TOPOTECAN,OVCAR3,0,-11.9028
MITOMYCIN,TOPOTECAN,PA1,0,-24.9701
MITOMYCIN,TOPOTECAN,RKO,0,-13.0682
MITOMYCIN,TOPOTECAN,RPMI7951,0,-19.439
MITOMYCIN,TOPOTECAN,SKMEL30,0,10.09904
MITOMYCIN,TOPOTECAN,SKMES1,0,-6.26169
MITOMYCIN,TOPOTECAN,SKOV3,0,-10.4441
MITOMYCIN,TOPOTECAN,SW620,0,-0.2687
MITOMYCIN,TOPOTECAN,SW837,0,14.62221
MITOMYCIN,TOPOTECAN,T47D,0,-9.79407
MITOMYCIN,TOPOTECAN,UACC62,0,-1.74034
MITOMYCIN,TOPOTECAN,UWB1289,0,1.793959
MITOMYCIN,TOPOTECAN,UWB1289BRCA1,0,17.24949
MITOMYCIN,TOPOTECAN,VCAP,0,8.642883
MITOMYCIN,TOPOTECAN,ZR751,0,0.706468
MITOMYCIN,VINBLASTINE,A2058,0,-51.5816
MITOMYCIN,VINBLASTINE,A2780,0,-19.7474
MITOMYCIN,VINBLASTINE,A375,0,-18.7437
MITOMYCIN,VINBLASTINE,A427,0,-22.1466
MITOMYCIN,VINBLASTINE,CAOV3,0,-52.0255
MITOMYCIN,VINBLASTINE,COLO320DM,0,-0.5505
MITOMYCIN,VINBLASTINE,DLD1,0,-7.13335
MITOMYCIN,VINBLASTINE,EFM192B,0,-53.9372
MITOMYCIN,VINBLASTINE,ES2,0,-4.21302
MITOMYCIN,VINBLASTINE,HCT116,0,-35.7943
MITOMYCIN,VINBLASTINE,HT144,0,2.094121
MITOMYCIN,VINBLASTINE,HT29,0,-38.0647
MITOMYCIN,VINBLASTINE,KPL1,0,-3.56585
MITOMYCIN,VINBLASTINE,LNCAP,0,-32.4303
MITOMYCIN,VINBLASTINE,LOVO,0,-20.3232
MITOMYCIN,VINBLASTINE,MDAMB436,0,-28.9123
MITOMYCIN,VINBLASTINE,MSTO,0,-13.2455
MITOMYCIN,VINBLASTINE,NCIH1650,0,-24.7597
MITOMYCIN,VINBLASTINE,NCIH2122,0,-56.2998
MITOMYCIN,VINBLASTINE,NCIH23,0,-22.7615
MITOMYCIN,VINBLASTINE,NCIH460,0,-54.2097
MITOMYCIN,VINBLASTINE,NCIH520,0,-30.3948
MITOMYCIN,VINBLASTINE,OCUBM,0,-34.1705
MITOMYCIN,VINBLASTINE,OV90,0,-43.0752
MITOMYCIN,VINBLASTINE,OVCAR3,0,-37.9616
MITOMYCIN,VINBLASTINE,PA1,0,-50.6882
MITOMYCIN,VINBLASTINE,RKO,0,-23.0739
MITOMYCIN,VINBLASTINE,RPMI7951,0,-48.8399
MITOMYCIN,VINBLASTINE,SKMEL30,0,-37.77
MITOMYCIN,VINBLASTINE,SKMES1,0,-35.7641
MITOMYCIN,VINBLASTINE,SKOV3,0,-19.1594
MITOMYCIN,VINBLASTINE,SW620,0,-9.49911
MITOMYCIN,VINBLASTINE,SW837,0,-2.47962
MITOMYCIN,VINBLASTINE,T47D,0,-39.6395
MITOMYCIN,VINBLASTINE,UACC62,0,-11.7182
MITOMYCIN,VINBLASTINE,UWB1289,0,-21.1569
MITOMYCIN,VINBLASTINE,UWB1289BRCA1,0,-1.46515
MITOMYCIN,VINBLASTINE,VCAP,0,-11.3368
MITOMYCIN,VINBLASTINE,ZR751,0,-34.6662
MITOMYCIN,VINORELBINE,A2058,0,-31.9039
MITOMYCIN,VINORELBINE,A2780,0,-16.3949
MITOMYCIN,VINORELBINE,A375,0,-5.00986
MITOMYCIN,VINORELBINE,A427,0,-13.6041
MITOMYCIN,VINORELBINE,CAOV3,0,-33.5201
MITOMYCIN,VINORELBINE,COLO320DM,0,9.020249
MITOMYCIN,VINORELBINE,DLD1,0,-3.97172
MITOMYCIN,VINORELBINE,EFM192B,0,-34.0814
MITOMYCIN,VINORELBINE,ES2,0,-0.60179
MITOMYCIN,VINORELBINE,HCT116,0,-21.8277
MITOMYCIN,VINORELBINE,HT144,0,9.903988
MITOMYCIN,VINORELBINE,HT29,0,-25.7797
MITOMYCIN,VINORELBINE,KPL1,0,-4.60073
MITOMYCIN,VINORELBINE,LNCAP,0,9.392544
MITOMYCIN,VINORELBINE,LOVO,0,2.35955
MITOMYCIN,VINORELBINE,MDAMB436,0,-8.33046
MITOMYCIN,VINORELBINE,MSTO,0,21.83556
MITOMYCIN,VINORELBINE,NCIH1650,0,-11.8601
MITOMYCIN,VINORELBINE,NCIH2122,0,-30.9738
MITOMYCIN,VINORELBINE,NCIH23,0,-56.6445
MITOMYCIN,VINORELBINE,NCIH460,0,-15.667
MITOMYCIN,VINORELBINE,NCIH520,0,-15.7349
MITOMYCIN,VINORELBINE,OCUBM,0,-32.874
MITOMYCIN,VINORELBINE,OV90,0,19.99345
MITOMYCIN,VINORELBINE,OVCAR3,0,-37.6
MITOMYCIN,VINORELBINE,PA1,0,-35.1048
MITOMYCIN,VINORELBINE,RKO,0,-19.6079
MITOMYCIN,VINORELBINE,RPMI7951,0,-23.0925
MITOMYCIN,VINORELBINE,SKMEL30,0,-3.32915
MITOMYCIN,VINORELBINE,SKMES1,0,-9.95083
MITOMYCIN,VINORELBINE,SKOV3,0,-10.8849
MITOMYCIN,VINORELBINE,SW620,0,-5.85169
MITOMYCIN,VINORELBINE,SW837,0,13.83845
MITOMYCIN,VINORELBINE,T47D,0,-25.2303
MITOMYCIN,VINORELBINE,UACC62,0,-16.3573
MITOMYCIN,VINORELBINE,UWB1289,0,1.827129
MITOMYCIN,VINORELBINE,UWB1289BRCA1,0,1.363136
MITOMYCIN,VINORELBINE,VCAP,0,-31.8649
MITOMYCIN,VINORELBINE,ZR751,0,-12.0673
OXALIPLATIN,PACLITAXEL,A2058,0,-11.3294
OXALIPLATIN,PACLITAXEL,A2780,3,-14.8763
OXALIPLATIN,PACLITAXEL,A375,0,-7.64227
OXALIPLATIN,PACLITAXEL,A427,0,-4.78805
OXALIPLATIN,PACLITAXEL,CAOV3,0,-14.7949
OXALIPLATIN,PACLITAXEL,COLO320DM,0,9.467857
OXALIPLATIN,PACLITAXEL,DLD1,1,-1.73912
OXALIPLATIN,PACLITAXEL,EFM192B,0,-23.3191
OXALIPLATIN,PACLITAXEL,ES2,0,-1.61833
OXALIPLATIN,PACLITAXEL,HCT116,4,-8.44657
OXALIPLATIN,PACLITAXEL,HT144,0,3.266646
OXALIPLATIN,PACLITAXEL,HT29,5,-1.50107
OXALIPLATIN,PACLITAXEL,KPL1,0,-2.22689
OXALIPLATIN,PACLITAXEL,LNCAP,1,-16.372
OXALIPLATIN,PACLITAXEL,LOVO,1,-12.9246
OXALIPLATIN,PACLITAXEL,MDAMB436,0,-4.34744
OXALIPLATIN,PACLITAXEL,MSTO,0,15.01099
OXALIPLATIN,PACLITAXEL,NCIH1650,0,-5.43938
OXALIPLATIN,PACLITAXEL,NCIH2122,0,-74.0115
OXALIPLATIN,PACLITAXEL,NCIH23,0,-10.9399
OXALIPLATIN,PACLITAXEL,NCIH460,0,-9.2455
OXALIPLATIN,PACLITAXEL,NCIH520,0,-8.07739
OXALIPLATIN,PACLITAXEL,OCUBM,0,-11.2587
OXALIPLATIN,PACLITAXEL,OV90,0,-7.79845
OXALIPLATIN,PACLITAXEL,OVCAR3,1,-11.8588
OXALIPLATIN,PACLITAXEL,PA1,0,-22.8937
OXALIPLATIN,PACLITAXEL,RKO,1,-2.93622
OXALIPLATIN,PACLITAXEL,RPMI7951,0,-12.4321
OXALIPLATIN,PACLITAXEL,SKMEL30,0,6.381566
OXALIPLATIN,PACLITAXEL,SKMES1,0,6.923144
OXALIPLATIN,PACLITAXEL,SKOV3,1,4.160015
OXALIPLATIN,PACLITAXEL,SW620,1,3.745391
OXALIPLATIN,PACLITAXEL,SW837,0,2.492611
OXALIPLATIN,PACLITAXEL,T47D,0,-22.8176
OXALIPLATIN,PACLITAXEL,UACC62,0,-12.588
OXALIPLATIN,PACLITAXEL,UWB1289,0,-7.60118
OXALIPLATIN,PACLITAXEL,UWB1289BRCA1,0,2.712485
OXALIPLATIN,PACLITAXEL,VCAP,0,2.546793
OXALIPLATIN,PACLITAXEL,ZR751,0,-4.67849
OXALIPLATIN,SN-38,A2058,0,-2.8233
OXALIPLATIN,SN-38,A2780,0,-13.4372
OXALIPLATIN,SN-38,A375,0,-9.53875
OXALIPLATIN,SN-38,A427,0,-6.75915
OXALIPLATIN,SN-38,CAOV3,0,-21.3342
OXALIPLATIN,SN-38,COLO320DM,0,7.006124
OXALIPLATIN,SN-38,DLD1,1,-4.91266
OXALIPLATIN,SN-38,EFM192B,0,-14.192
OXALIPLATIN,SN-38,ES2,0,-14.0825
OXALIPLATIN,SN-38,HCT116,17,0.569135
OXALIPLATIN,SN-38,HT144,0,-10.612
OXALIPLATIN,SN-38,HT29,18,-6.61045
OXALIPLATIN,SN-38,KPL1,0,-0.25949
OXALIPLATIN,SN-38,LNCAP,0,12.66993
OXALIPLATIN,SN-38,LOVO,3,-25.5691
OXALIPLATIN,SN-38,MDAMB436,0,-8.05836
OXALIPLATIN,SN-38,MSTO,0,5.769035
OXALIPLATIN,SN-38,NCIH1650,0,-8.6236
OXALIPLATIN,SN-38,NCIH2122,0,-19.8496
OXALIPLATIN,SN-38,NCIH23,0,-9.49925
OXALIPLATIN,SN-38,NCIH460,0,-25.3166
OXALIPLATIN,SN-38,NCIH520,0,-9.17033
OXALIPLATIN,SN-38,OCUBM,0,-2.43717
OXALIPLATIN,SN-38,OV90,0,-22.6557
OXALIPLATIN,SN-38,OVCAR3,0,3.822885
OXALIPLATIN,SN-38,PA1,0,-25.0253
OXALIPLATIN,SN-38,RKO,0,-6.50865
OXALIPLATIN,SN-38,RPMI7951,0,-16.365
OXALIPLATIN,SN-38,SKMEL30,0,1.602946
OXALIPLATIN,SN-38,SKMES1,0,-1.12088
OXALIPLATIN,SN-38,SKOV3,0,-6.41838
OXALIPLATIN,SN-38,SW620,4,-2.40042
OXALIPLATIN,SN-38,SW837,0,-2.74213
OXALIPLATIN,SN-38,T47D,0,-13.4376
OXALIPLATIN,SN-38,UACC62,0,-9.31444
OXALIPLATIN,SN-38,UWB1289,0,10.41172
OXALIPLATIN,SN-38,UWB1289BRCA1,0,1.995472
OXALIPLATIN,SN-38,VCAP,0,4.905046
OXALIPLATIN,SN-38,ZR751,0,-6.62977
OXALIPLATIN,TOPOTECAN,A2058,0,2.646084
OXALIPLATIN,TOPOTECAN,A2780,1,-6.36683
OXALIPLATIN,TOPOTECAN,A375,0,-8.70448
OXALIPLATIN,TOPOTECAN,A427,0,-1.21961
OXALIPLATIN,TOPOTECAN,CAOV3,0,0.675178
OXALIPLATIN,TOPOTECAN,COLO320DM,0,4.392229
OXALIPLATIN,TOPOTECAN,DLD1,0,0.238082
OXALIPLATIN,TOPOTECAN,EFM192B,0,-10.9215
OXALIPLATIN,TOPOTECAN,ES2,0,-9.24931
OXALIPLATIN,TOPOTECAN,HCT116,0,4.401995
OXALIPLATIN,TOPOTECAN,HT144,0,-5.79781
OXALIPLATIN,TOPOTECAN,HT29,2,-2.81434
OXALIPLATIN,TOPOTECAN,KPL1,0,9.312656
OXALIPLATIN,TOPOTECAN,LNCAP,0,-52.6811
OXALIPLATIN,TOPOTECAN,LOVO,0,-8.97106
OXALIPLATIN,TOPOTECAN,MDAMB436,0,-3.39094
OXALIPLATIN,TOPOTECAN,MSTO,0,5.269064
OXALIPLATIN,TOPOTECAN,NCIH1650,0,-9.04432
OXALIPLATIN,TOPOTECAN,NCIH2122,0,-3.12641
OXALIPLATIN,TOPOTECAN,NCIH23,0,-5.82566
OXALIPLATIN,TOPOTECAN,NCIH460,0,-35.3624
OXALIPLATIN,TOPOTECAN,NCIH520,0,-1.3769
OXALIPLATIN,TOPOTECAN,OCUBM,0,-7.94656
OXALIPLATIN,TOPOTECAN,OV90,0,-10.9092
OXALIPLATIN,TOPOTECAN,OVCAR3,0,-7.43462
OXALIPLATIN,TOPOTECAN,PA1,0,-21.1
OXALIPLATIN,TOPOTECAN,RKO,0,-4.05959
OXALIPLATIN,TOPOTECAN,RPMI7951,0,-13.1805
OXALIPLATIN,TOPOTECAN,SKMEL30,0,6.592707
OXALIPLATIN,TOPOTECAN,SKMES1,0,-1.27458
OXALIPLATIN,TOPOTECAN,SKOV3,0,5.417551
OXALIPLATIN,TOPOTECAN,SW620,0,1.854573
OXALIPLATIN,TOPOTECAN,SW837,0,2.290934
OXALIPLATIN,TOPOTECAN,T47D,0,-7.46427
OXALIPLATIN,TOPOTECAN,UACC62,0,-9.39575
OXALIPLATIN,TOPOTECAN,UWB1289,0,6.192806
OXALIPLATIN,TOPOTECAN,UWB1289BRCA1,0,5.504989
OXALIPLATIN,TOPOTECAN,VCAP,0,7.278637
OXALIPLATIN,TOPOTECAN,ZR751,0,-0.06706
OXALIPLATIN,VINBLASTINE,A2058,0,-9.00434
OXALIPLATIN,VINBLASTINE,A2780,1,-20.5294
OXALIPLATIN,VINBLASTINE,A375,0,-13.9942
OXALIPLATIN,VINBLASTINE,A427,0,-16.4761
OXALIPLATIN,VINBLASTINE,CAOV3,0,-36.2767
OXALIPLATIN,VINBLASTINE,COLO320DM,0,4.713133
OXALIPLATIN,VINBLASTINE,DLD1,0,-4.65639
OXALIPLATIN,VINBLASTINE,EFM192B,0,-23.7743
OXALIPLATIN,VINBLASTINE,ES2,0,-7.52313
OXALIPLATIN,VINBLASTINE,HCT116,0,-10.2318
OXALIPLATIN,VINBLASTINE,HT144,0,-4.46035
OXALIPLATIN,VINBLASTINE,HT29,1,-11.3649
OXALIPLATIN,VINBLASTINE,KPL1,0,6.986115
OXALIPLATIN,VINBLASTINE,LNCAP,0,3.99499
OXALIPLATIN,VINBLASTINE,LOVO,0,-23.0311
OXALIPLATIN,VINBLASTINE,MDAMB436,0,-18.7095
OXALIPLATIN,VINBLASTINE,MSTO,0,-11.4488
OXALIPLATIN,VINBLASTINE,NCIH1650,0,-15.1254
OXALIPLATIN,VINBLASTINE,NCIH2122,0,-21.9382
OXALIPLATIN,VINBLASTINE,NCIH23,0,-21.1479
OXALIPLATIN,VINBLASTINE,NCIH460,0,-37.9636
OXALIPLATIN,VINBLASTINE,NCIH520,0,-16.023
OXALIPLATIN,VINBLASTINE,OCUBM,0,1.645323
OXALIPLATIN,VINBLASTINE,OV90,0,-24.2084
OXALIPLATIN,VINBLASTINE,OVCAR3,0,-18.9328
OXALIPLATIN,VINBLASTINE,PA1,0,-43.7522
OXALIPLATIN,VINBLASTINE,RKO,0,-3.69156
OXALIPLATIN,VINBLASTINE,RPMI7951,0,-32.0798
OXALIPLATIN,VINBLASTINE,SKMEL30,0,-13.7971
OXALIPLATIN,VINBLASTINE,SKMES1,0,-11.9138
OXALIPLATIN,VINBLASTINE,SKOV3,0,4.014782
OXALIPLATIN,VINBLASTINE,SW620,1,6.199805
OXALIPLATIN,VINBLASTINE,SW837,0,0.312468
OXALIPLATIN,VINBLASTINE,T47D,0,-31.7708
OXALIPLATIN,VINBLASTINE,UACC62,0,-27.1608
OXALIPLATIN,VINBLASTINE,UWB1289,0,-13.3457
OXALIPLATIN,VINBLASTINE,UWB1289BRCA1,0,-5.29493
OXALIPLATIN,VINBLASTINE,VCAP,0,8.945298
OXALIPLATIN,VINBLASTINE,ZR751,0,-17.9135
OXALIPLATIN,VINORELBINE,A2058,0,-19.3858
OXALIPLATIN,VINORELBINE,A2780,0,-22.0342
OXALIPLATIN,VINORELBINE,A375,1,-32.8677
OXALIPLATIN,VINORELBINE,A427,0,-18.4936
OXALIPLATIN,VINORELBINE,CAOV3,0,-35.8917
OXALIPLATIN,VINORELBINE,COLO320DM,0,6.171565
OXALIPLATIN,VINORELBINE,DLD1,0,-5.31846
OXALIPLATIN,VINORELBINE,EFM192B,0,-24.6491
OXALIPLATIN,VINORELBINE,ES2,0,-15.0061
OXALIPLATIN,VINORELBINE,HCT116,0,-14.9184
OXALIPLATIN,VINORELBINE,HT144,0,-11.303
OXALIPLATIN,VINORELBINE,HT29,1,-21.3306
OXALIPLATIN,VINORELBINE,KPL1,0,0.671803
OXALIPLATIN,VINORELBINE,LNCAP,0,1.126923
OXALIPLATIN,VINORELBINE,LOVO,0,-17.2962
OXALIPLATIN,VINORELBINE,MDAMB436,0,-12.5281
OXALIPLATIN,VINORELBINE,MSTO,0,39.99376
OXALIPLATIN,VINORELBINE,NCIH1650,0,-11.2645
OXALIPLATIN,VINORELBINE,NCIH2122,0,-21.0312
OXALIPLATIN,VINORELBINE,NCIH23,0,-68.2366
OXALIPLATIN,VINORELBINE,NCIH460,0,-30.4447
OXALIPLATIN,VINORELBINE,NCIH520,0,-14.0088
OXALIPLATIN,VINORELBINE,OCUBM,0,-20.1777
OXALIPLATIN,VINORELBINE,OV90,0,12.52189
OXALIPLATIN,VINORELBINE,OVCAR3,0,-31.8207
OXALIPLATIN,VINORELBINE,PA1,0,-44.1348
OXALIPLATIN,VINORELBINE,RKO,0,-6.10945
OXALIPLATIN,VINORELBINE,RPMI7951,0,-27.2844
OXALIPLATIN,VINORELBINE,SKMEL30,0,-1.14879
OXALIPLATIN,VINORELBINE,SKMES1,0,-4.96835
OXALIPLATIN,VINORELBINE,SKOV3,0,-1.99352
OXALIPLATIN,VINORELBINE,SW620,0,-5.39639
OXALIPLATIN,VINORELBINE,SW837,0,-0.73551
OXALIPLATIN,VINORELBINE,T47D,0,-26.1514
OXALIPLATIN,VINORELBINE,UACC62,0,-24.9091
OXALIPLATIN,VINORELBINE,UWB1289,0,5.977283
OXALIPLATIN,VINORELBINE,UWB1289BRCA1,0,-8.69084
OXALIPLATIN,VINORELBINE,VCAP,0,-24.2599
OXALIPLATIN,VINORELBINE,ZR751,0,-11.8858
PACLITAXEL,SN-38,A2058,0,-11.2643
PACLITAXEL,SN-38,A2780,2,-4.00926
PACLITAXEL,SN-38,A375,0,44.2082
PACLITAXEL,SN-38,A427,0,5.553991
PACLITAXEL,SN-38,CAOV3,0,-11.3312
PACLITAXEL,SN-38,COLO320DM,0,21.72479
PACLITAXEL,SN-38,DLD1,0,13.31317
PACLITAXEL,SN-38,EFM192B,0,-8.44965
PACLITAXEL,SN-38,ES2,0,25.74971
PACLITAXEL,SN-38,HCT116,2,-0.65785
PACLITAXEL,SN-38,HT144,0,38.04089
PACLITAXEL,SN-38,HT29,1,1.654229
PACLITAXEL,SN-38,KPL1,0,9.157011
PACLITAXEL,SN-38,LNCAP,0,-8.12628
PACLITAXEL,SN-38,LOVO,0,-1.91352
PACLITAXEL,SN-38,MDAMB436,0,7.214531
PACLITAXEL,SN-38,MSTO,0,19.12329
PACLITAXEL,SN-38,NCIH1650,0,5.714248
PACLITAXEL,SN-38,NCIH2122,0,-87.0045
PACLITAXEL,SN-38,NCIH23,0,5.968878
PACLITAXEL,SN-38,NCIH460,0,39.17512
PACLITAXEL,SN-38,NCIH520,0,-0.87048
PACLITAXEL,SN-38,OCUBM,0,-10.9488
PACLITAXEL,SN-38,OV90,0,4.886763
PACLITAXEL,SN-38,OVCAR3,0,-5.91997
PACLITAXEL,SN-38,PA1,1,3.669248
PACLITAXEL,SN-38,RKO,0,7.680525
PACLITAXEL,SN-38,RPMI7951,0,12.87379
PACLITAXEL,SN-38,SKMEL30,0,16.70385
PACLITAXEL,SN-38,SKMES1,0,26.47168
PACLITAXEL,SN-38,SKOV3,0,7.719225
PACLITAXEL,SN-38,SW620,0,10.37655
PACLITAXEL,SN-38,SW837,0,14.57402
PACLITAXEL,SN-38,T47D,0,3.243294
PACLITAXEL,SN-38,UACC62,0,8.859368
PACLITAXEL,SN-38,UWB1289,0,6.43309
PACLITAXEL,SN-38,UWB1289BRCA1,0,17.36638
PACLITAXEL,SN-38,VCAP,0,17.34491
PACLITAXEL,SN-38,ZR751,0,18.32295
PACLITAXEL,TOPOTECAN,A2058,0,-3.69853
PACLITAXEL,TOPOTECAN,A2780,17,1.288424
PACLITAXEL,TOPOTECAN,A375,0,5.576152
PACLITAXEL,TOPOTECAN,A427,0,11.81314
PACLITAXEL,TOPOTECAN,CAOV3,0,2.200919
PACLITAXEL,TOPOTECAN,COLO320DM,0,15.94143
PACLITAXEL,TOPOTECAN,DLD1,0,13.20111
PACLITAXEL,TOPOTECAN,EFM192B,0,-12.2685
PACLITAXEL,TOPOTECAN,ES2,0,17.88924
PACLITAXEL,TOPOTECAN,HCT116,4,-0.74687
PACLITAXEL,TOPOTECAN,HT144,0,26.88684
PACLITAXEL,TOPOTECAN,HT29,1,2.008726
PACLITAXEL,TOPOTECAN,KPL1,0,8.655184
PACLITAXEL,TOPOTECAN,LNCAP,0,-52.8113
PACLITAXEL,TOPOTECAN,LOVO,1,6.754196
PACLITAXEL,TOPOTECAN,MDAMB436,0,4.1487
PACLITAXEL,TOPOTECAN,MSTO,0,8.384415
PACLITAXEL,TOPOTECAN,NCIH1650,0,-3.77966
PACLITAXEL,TOPOTECAN,NCIH2122,0,-31.4353
PACLITAXEL,TOPOTECAN,NCIH23,0,5.278594
PACLITAXEL,TOPOTECAN,NCIH460,0,11.8718
PACLITAXEL,TOPOTECAN,NCIH520,0,7.372235
PACLITAXEL,TOPOTECAN,OCUBM,0,-13.3318
PACLITAXEL,TOPOTECAN,OV90,0,15.51705
PACLITAXEL,TOPOTECAN,OVCAR3,2,-20.0222
PACLITAXEL,TOPOTECAN,PA1,0,-9.35625
PACLITAXEL,TOPOTECAN,RKO,0,1.241635
PACLITAXEL,TOPOTECAN,RPMI7951,0,6.443736
PACLITAXEL,TOPOTECAN,SKMEL30,0,25.4276
PACLITAXEL,TOPOTECAN,SKMES1,0,17.50465
PACLITAXEL,TOPOTECAN,SKOV3,5,3.618322
PACLITAXEL,TOPOTECAN,SW620,0,13.39052
PACLITAXEL,TOPOTECAN,SW837,0,12.73466
PACLITAXEL,TOPOTECAN,T47D,0,-18.1276
PACLITAXEL,TOPOTECAN,UACC62,0,3.059427
PACLITAXEL,TOPOTECAN,UWB1289,0,-2.83387
PACLITAXEL,TOPOTECAN,UWB1289BRCA1,0,11.40585
PACLITAXEL,TOPOTECAN,VCAP,0,2.771462
PACLITAXEL,TOPOTECAN,ZR751,0,11.27185
PACLITAXEL,VINBLASTINE,A2058,0,7.544974
PACLITAXEL,VINBLASTINE,A2780,3,-4.07343
PACLITAXEL,VINBLASTINE,A375,0,32.0206
PACLITAXEL,VINBLASTINE,A427,0,12.18373
PACLITAXEL,VINBLASTINE,CAOV3,0,-2.53067
PACLITAXEL,VINBLASTINE,COLO320DM,0,25.05761
PACLITAXEL,VINBLASTINE,DLD1,0,12.36769
PACLITAXEL,VINBLASTINE,EFM192B,0,-9.68176
PACLITAXEL,VINBLASTINE,ES2,0,50.80029
PACLITAXEL,VINBLASTINE,HCT116,6,0.212609
PACLITAXEL,VINBLASTINE,HT144,0,35.74475
PACLITAXEL,VINBLASTINE,HT29,5,13.33058
PACLITAXEL,VINBLASTINE,KPL1,0,4.860307
PACLITAXEL,VINBLASTINE,LNCAP,7,-39.0421
PACLITAXEL,VINBLASTINE,LOVO,3,9.573379
PACLITAXEL,VINBLASTINE,MDAMB436,0,6.917651
PACLITAXEL,VINBLASTINE,MSTO,0,14.71055
PACLITAXEL,VINBLASTINE,NCIH1650,0,9.308473
PACLITAXEL,VINBLASTINE,NCIH2122,0,-106.127
PACLITAXEL,VINBLASTINE,NCIH23,0,-7.88157
PACLITAXEL,VINBLASTINE,NCIH460,0,25.95728
PACLITAXEL,VINBLASTINE,NCIH520,0,7.508015
PACLITAXEL,VINBLASTINE,OCUBM,0,-0.13652
PACLITAXEL,VINBLASTINE,OV90,0,17.869
PACLITAXEL,VINBLASTINE,OVCAR3,1,-3.68626
PACLITAXEL,VINBLASTINE,PA1,0,-6.77931
PACLITAXEL,VINBLASTINE,RKO,0,9.883065
PACLITAXEL,VINBLASTINE,RPMI7951,0,8.088647
PACLITAXEL,VINBLASTINE,SKMEL30,0,22.22132
PACLITAXEL,VINBLASTINE,SKMES1,0,13.4484
PACLITAXEL,VINBLASTINE,SKOV3,6,20.23422
PACLITAXEL,VINBLASTINE,SW620,1,33.71854
PACLITAXEL,VINBLASTINE,SW837,0,20.75735
PACLITAXEL,VINBLASTINE,T47D,1,-11.606
PACLITAXEL,VINBLASTINE,UACC62,0,4.85164
PACLITAXEL,VINBLASTINE,UWB1289,0,-24.542
PACLITAXEL,VINBLASTINE,UWB1289BRCA1,0,18.20632
PACLITAXEL,VINBLASTINE,VCAP,0,29.84062
PACLITAXEL,VINBLASTINE,ZR751,0,3.946203
PACLITAXEL,VINORELBINE,A2058,0,-25.8622
PACLITAXEL,VINORELBINE,A2780,1,-27.5802
PACLITAXEL,VINORELBINE,A375,1,20.26101
PACLITAXEL,VINORELBINE,A427,0,-9.92707
PACLITAXEL,VINORELBINE,CAOV3,1,-25.3928
PACLITAXEL,VINORELBINE,COLO320DM,0,17.78788
PACLITAXEL,VINORELBINE,DLD1,0,5.36795
PACLITAXEL,VINORELBINE,EFM192B,0,-40.4272
PACLITAXEL,VINORELBINE,ES2,0,16.24245
PACLITAXEL,VINORELBINE,HCT116,2,-21.2129
PACLITAXEL,VINORELBINE,HT144,0,28.04219
PACLITAXEL,VINORELBINE,HT29,4,-24.0073
PACLITAXEL,VINORELBINE,KPL1,0,-5.00981
PACLITAXEL,VINORELBINE,LNCAP,3,-1.80395
PACLITAXEL,VINORELBINE,LOVO,0,1.822137
PACLITAXEL,VINORELBINE,MDAMB436,0,2.714725
PACLITAXEL,VINORELBINE,MSTO,0,44.31144
PACLITAXEL,VINORELBINE,NCIH1650,0,-4.13457
PACLITAXEL,VINORELBINE,NCIH2122,0,-129.075
PACLITAXEL,VINORELBINE,NCIH23,0,-80.5333
PACLITAXEL,VINORELBINE,NCIH460,0,15.86952
PACLITAXEL,VINORELBINE,NCIH520,0,-9.77958
